Date,Equal Weight (1/N),Buy-and-Hold SPY,Vanilla PPO,PPO + DeepAR + TPG,MacroHRL (Ours)
2023-08-01,112498.1641522447,120772.06725203773,111101.66116127782,111062.5524300859,112945.48355160811
2023-08-02,111037.23668661808,119092.02512906246,109634.68100694376,109525.85003562398,111309.37413896451
2023-08-03,110471.19223116766,118750.72632287467,109064.70088032368,109094.47827601421,110869.16559487834
2023-08-04,110629.73483622477,118213.64338226282,109185.91426082027,109141.63836405674,110827.81478005146
2023-08-07,110995.55573700632,119245.47620687142,109554.75231779499,109538.50017248851,111377.69535486893
2023-08-08,110579.12229153582,118726.91710473907,109161.39249149263,109057.07612506743,110872.24894642545
2023-08-09,110371.38581721138,117933.20147116958,108942.3242774595,108797.31327122191,110442.3475969771
2023-08-10,110183.22015837279,117975.53452778466,108776.64440050448,108652.88377503854,110373.44655120285
2023-08-11,109761.65646110254,117906.73289008393,108331.71159873993,108215.0346728848,109955.4205724892
2023-08-14,109700.2824525091,118557.59321483968,108245.91259773799,108178.99222386032,110162.75614764508
2023-08-15,108750.3277539816,117176.51684143713,107315.94768402587,107247.20492886585,109131.11815154816
2023-08-16,107878.67456591225,116316.66726967791,106450.83364125453,106394.62525095169,108241.41174689429
2023-08-17,107321.36647297109,115430.34911683307,105897.76326936032,105849.06212079691,107548.8500568939
2023-08-18,107321.33069890272,115485.9122957105,105888.5197465791,105805.9198617313,107524.07607479866
2023-08-21,107436.99604944611,116237.29487266488,106037.01733756717,105985.67339404167,107984.14957932882
2023-08-22,107499.83489629808,115922.43130131885,106085.31313814668,105979.7590846794,107943.68881011472
2023-08-23,109010.9055093089,117213.56451839606,107532.20788425517,107406.4120843803,109401.47142088722
2023-08-24,108071.79748674603,115589.09391085916,106574.84411451926,106434.0599956669,108163.8578457621
2023-08-25,108469.69271260861,116403.95106305326,106993.66188900627,106808.39685725332,108678.46737396801
2023-08-28,109164.3829413114,117142.13686398919,107664.2395029275,107419.04306819986,109372.73760229927
2023-08-29,110528.49508642603,118835.39243610487,109011.19167380262,108717.92547354885,110872.25447372293
2023-08-30,110674.46623169481,119324.85694044545,109152.71578199421,108840.74064226281,111115.6694076758
2023-08-31,110398.77920229088,119150.22266120701,108843.62150700833,108599.32848222248,110942.55986997664
2023-09-01,110405.59759227764,119372.47537671671,108834.59964971266,108502.27196335177,110942.65887340254
2023-09-05,109575.58896412872,118856.54229129046,107994.71577668302,107734.19512462472,110298.80476660751
2023-09-06,109167.19516996943,118057.54961462581,107581.09869632203,107295.41891951939,109761.74809357472
